example_id,reply_id,brand,conversation_id,customer_message,text,historical_brand_reply,conversation_context,created_at,split_group,split,intent,ambiguity,label_source,action
77656,77655,Uber_Support,77655,[USER] u sending drivers or hooligans for pick us up,u sending drivers or hooligans for pick us up,[USER] Sorry for the trouble! Send us a note via [URL] so our team can get in touch.,,Thu Nov 30 12:08:08 +0000 2017,1177,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
77658,77657,Uber_Support,77657,[USER] please help me use my new account!!,please help me use my new account!!,"[USER] Hi, Ale. A member of our team has reached out so please check your email inbox to see our response. If you have any additional questions or concerns, please be sure to follow up there so we can help.",,Thu Nov 30 07:20:29 +0000 2017,1178,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
77662,77661,Uber_Support,77661,[USER] [USER] I was charged 4 times more that my actual fare that flashed on my phone screen . Plz see to it asap,i was charged 4 times more that my actual fare that flashed on my phone screen . plz see to it asap,"[USER] Hi there! We're here to help. Send us a note here, [URL] and so our team will assist.",,Thu Nov 30 12:05:17 +0000 2017,1180,train,fare_dispute_overcharge,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
77664,77663,Uber_Support,77663,[USER] how do you go about suggesting [USER] in a new location?,how do you go about suggesting in a new location?,[USER] We're working hard to expand our service area! Stay tuned to our website for updates: [URL],,Thu Nov 30 12:03:04 +0000 2017,1181,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
77666,77665,Uber_Support,77665,[USER] __email__,__email__,"[USER] Thank you for getting back to us. Please send us a DM (direct message) with your phone number as well so we can look into this. Also, please DM us with details on the issue you're having. We will be able to further assist after receiving this information.",customer: [USER] my location is off and almost 5 times i hv got a call that my booking is done. Rediculois system of urs is irritating me. [URL] | support: [USER] We're here to help! Send us a DM with your email address and more details so we can follow up.,Thu Nov 30 07:01:26 +0000 2017,800,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
77668,77667,Uber_Support,77665,[USER] my location is off and almost 5 times i hv got a call that my booking is done. Rediculois system of urs is irritating me. [URL],my location is off and almost 5 times i hv got a call that my booking is done. rediculois system of urs is irritating me.,[USER] We're here to help! Send us a DM with your email address and more details so we can follow up.,,Thu Nov 30 06:56:19 +0000 2017,800,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
77670,77669,Uber_Support,77669,"[USER] I've seen that before, I've signed up months and months ago but still haven't gotten anything.","i've seen that before, i've signed up months and months ago but still haven't gotten anything.",[USER] We've very sorry to hear this. Please be sure to keep an eye out for future promotions from Uber.,customer: [USER] [USER] is there something that's disqualifying me from being eligible for ride passes or discounts? Everyone around me has been getting them for months other than me. | support: [USER] Hi there! Please visit; [URL] for more info. Please let us know if you have any other questions or concerns.,Thu Nov 30 06:55:31 +0000 2017,1184,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
77672,77671,Uber_Support,77669,[USER] [USER] is there something that's disqualifying me from being eligible for ride passes or discounts? Everyone around me has been getting them for months other than me.,is there something that's disqualifying me from being eligible for ride passes or discounts? everyone around me has been getting them for months other than me.,[USER] Hi there! Please visit; [URL] for more info. Please let us know if you have any other questions or concerns.,,Thu Nov 30 06:10:48 +0000 2017,1184,train,promotions_and_ubereats,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
77674,77673,Uber_Support,77673,[USER] I was charged twice for the same uber ride! Can I get a refund for one of the charges please,i was charged twice for the same uber ride! can i get a refund for one of the charges please,[USER] We're here to help! Send us a note via [URL] so our team can connect.,,Thu Nov 30 11:59:27 +0000 2017,1186,train,fare_dispute_overcharge,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
77678,77677,Uber_Support,77677,[USER] [USER] [USER] do it fast .,do it fast .,"[USER] A member of our team has been in touch via in-app support regarding this issue. Please check the ""Help"" section of the app and reply there directly.",customer: [USER] money was taken from my account from the Uber app that i didn’t authorize . please fix that and reverse it.,Thu Nov 30 06:51:23 +0000 2017,1187,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
77681,77680,Uber_Support,77680,"[USER] Hi I issued a compliant for incorrect cancellation charge and got a message that driver was on my location and refund can't be made. he was far from location please find the screen shot, he didn't pick the call also. [URL]","hi i issued a compliant for incorrect cancellation charge and got a message that driver was on my location and refund can't be made. he was far from location please find the screen shot, he didn't pick the call also.",[USER] We can take a look! Send us a DM with your email address so we can follow up.,,Thu Nov 30 11:56:54 +0000 2017,1188,train,cancellation_fee,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
78887,78886,Uber_Support,78886,[USER] why was my order randomly cancelled?,why was my order randomly cancelled?,[USER] Here to help. Send us a note at [URL] so our team can connect.,,Thu Nov 30 12:54:24 +0000 2017,1189,train,promotions_and_ubereats,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
78889,78888,Uber_Support,78888,[USER] I was charged for a full trip instead of a cancellation fee,i was charged for a full trip instead of a cancellation fee,[USER] Here to help! Please send us a note at [URL] and we'll be happy to look into this for you.,,Thu Nov 30 12:51:40 +0000 2017,1190,train,cancellation_fee,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
78891,78890,Uber_Support,78890,[USER] Thanks. Looks like only front facing. So no rear facing (for a 4 month old.?),thanks. looks like only front facing. so no rear facing (for a 4 month old.?),[USER] Happy to take a look. Send us a DM with your email address so we can connect.,customer: [USER] Do you offer vehicles with rear facing baby seats? If so how do I reserve one on the app...can't seem to find info. Thx | support: [USER] Hi Farbod! Here to help. Please visit; [URL] for more info.,Thu Nov 30 12:53:23 +0000 2017,1191,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
78893,78892,Uber_Support,78890,[USER] Do you offer vehicles with rear facing baby seats? If so how do I reserve one on the app...can't seem to find info. Thx,do you offer vehicles with rear facing baby seats? if so how do i reserve one on the app...can't seem to find info. thx,[USER] Hi Farbod! Here to help. Please visit; [URL] for more info.,,Thu Nov 30 12:49:48 +0000 2017,1191,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
78896,78894,Uber_Support,78894,[USER] just DM’d you with an breach of my account issue & u haven’t acknowledged it 🤔,just dm’d you with an breach of my account issue & u haven’t acknowledged it 🤔,"[USER] Hi there! We're here to help. Send us a note here, [URL] and so our team will assist.",,Thu Nov 30 12:52:10 +0000 2017,1193,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
78895,78897,Uber_Support,78894,[USER] Have completed the help form but have received no response yet🤔,have completed the help form but have received no response yet🤔,[USER] We're here to help! Send us a DM with your email address and more details so we can follow up.,"customer: [USER] just DM’d you with an breach of my account issue & u haven’t acknowledged it 🤔 | support: [USER] Hi there! We're here to help. Send us a note here, [URL] and so our team will assist.",Sun Dec 03 20:10:28 +0000 2017,1193,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
78900,78899,Uber_Support,78899,When your [USER] McFlurry arrives with no M&Ms 😩 um refund please [USER] or [USER] ? [URL],when your mcflurry arrives with no m&ms 😩 um refund please or ?,[USER] Here to help! Send us a note here; [URL] and our team will be able to help.,,Thu Nov 30 12:53:58 +0000 2017,1195,train,fare_dispute_overcharge,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
78902,78901,Uber_Support,78901,[USER] I am not able to use Uber as my no was never linked to an email ID. Now it says the mobile is already registered. Have complained twice but no help.,i am not able to use uber as my no was never linked to an email id. now it says the mobile is already registered. have complained twice but no help.,[USER] Hi there! Here to help! Send us a DM (Direct Message) with your email address and contact info and so we can further assist your concern.,,Thu Nov 30 12:50:30 +0000 2017,1196,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
78906,78905,Uber_Support,78905,[USER] So apparently y’all never renewed Ride Passes?,so apparently y’all never renewed ride passes?,"[USER] Hi, Chauncey. Sorry to hear that you're having an issue. Please DM us with details on the issue you're having.",,Thu Nov 30 07:40:27 +0000 2017,1198,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
79311,79310,Uber_Support,79310,[USER] Still haven't got a call nor any kind of support from Uber... Its been 6 days and still no response... Really bad... Had expected better from UBER.,still haven't got a call nor any kind of support from uber... its been 6 days and still no response... really bad... had expected better from uber.,[USER] Sorry to hear about that! Send us a DM with your email address so we can follow up.,customer: [USER] Not able to login into my account after giving my email id and mobile number. . I had a trip today morning... Please help...,Thu Nov 30 12:46:31 +0000 2017,1201,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
79312,79313,Uber_Support,79310,[USER] Not able to login into my account after giving my email id and mobile number. . I had a trip today morning... Please help...,not able to login into my account after giving my email id and mobile number. . i had a trip today morning... please help...,"[USER] Happy to help! Send us a note here, [URL] and our team will follow up.",,Fri Nov 24 10:37:31 +0000 2017,1201,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
79316,79314,Uber_Support,79314,[USER] I haven’t received any,i haven’t received any,"[USER] Hi, Vishaul. We can confirm that an email response has been sent to you. Please be sure to check your spam and junk folders as well to ensure that our message has not ended up there. Feel free to reach back out if you are still having trouble finding our email to you.","customer: [USER] it’s a bunch of robots working for uber Waiting in response from them since Monday last . Gosh | support: [USER] Looks like we responded to your email 2 days ago, Vishaul. Please check all folders including spam and trash if necessary. If you still can't locate the email, just let us know. Thanks!",Thu Nov 30 07:22:43 +0000 2017,1203,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
79315,79317,Uber_Support,79314,[USER] My issue was not resolved that my point you stupid idiot,my issue was not resolved that my point you stupid idiot,"[USER] Please follow up there if you have additional questions, Vishaul.","customer: [USER] it’s a bunch of robots working for uber Waiting in response from them since Monday last . Gosh | support: [USER] Looks like we responded to your email 2 days ago, Vishaul. Please check all folders including spam and trash if necessary. If you still can't locate the email, just let us know. Thanks! | customer: [USER] I haven’t received any | support: [USER] Hi, Vishaul. We can confirm that an email response has been sent to you. Please be sure to check your spam and junk folders as well to ensure that our message has not ended up there. Feel free to reach back out if you are still having trouble finding our email to you.",Thu Nov 30 12:44:31 +0000 2017,1203,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
79318,79319,Uber_Support,79314,[USER] I need my account activated back,i need my account activated back,"[USER] We're not able to make changes to accounts via social media due to privacy reasons, Vishaul. Please continue to follow up with your in-app support messages regarding this issue. We appreciate your patience and understanding thus far.","customer: [USER] I haven’t received any | support: [USER] Hi, Vishaul. We can confirm that an email response has been sent to you. Please be sure to check your spam and junk folders as well to ensure that our message has not ended up there. Feel free to reach back out if you are still having trouble finding our email to you. | customer: [USER] My issue was not resolved that my point you stupid idiot | support: [USER] Please follow up there if you have additional questions, Vishaul.",Thu Nov 30 14:57:54 +0000 2017,1203,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
79320,79321,Uber_Support,79314,[USER] WhAt you do not understand I cannot log in to my account so how the hell will I used the in app support . Stupid idiots,what you do not understand i cannot log in to my account so how the hell will i used the in app support . stupid idiots,"[USER] Thanks for reaching out, Vishaul. A copy of our support messages are also sent to your Uber account email address. You can connect with us there as well.","customer: [USER] My issue was not resolved that my point you stupid idiot | support: [USER] Please follow up there if you have additional questions, Vishaul. | customer: [USER] I need my account activated back | support: [USER] We're not able to make changes to accounts via social media due to privacy reasons, Vishaul. Please continue to follow up with your in-app support messages regarding this issue. We appreciate your patience and understanding thus far.",Thu Nov 30 16:11:23 +0000 2017,1203,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
79324,79322,Uber_Support,79314,[USER] it’s a bunch of robots working for uber Waiting in response from them since Monday last . Gosh,it’s a bunch of robots working for uber waiting in response from them since monday last . gosh,"[USER] Looks like we responded to your email 2 days ago, Vishaul. Please check all folders including spam and trash if necessary. If you still can't locate the email, just let us know. Thanks!",,Thu Nov 30 02:21:47 +0000 2017,1203,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
79326,79325,Uber_Support,79325,"Hey [USER] I just had an abominable experience with Uber Eats in Australia - driver picked up order, never arrived, didn’t respond to calls/texts and cancelled 40 mins later! 👎","hey i just had an abominable experience with uber eats in australia - driver picked up order, never arrived, didn’t respond to calls/texts and cancelled 40 mins later! 👎","[USER] Sorry for the trouble! Send us a note here, [URL] and our team will be in touch.",,Thu Nov 30 12:37:20 +0000 2017,1208,train,promotions_and_ubereats,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
79328,79327,Uber_Support,79327,"Don’t do [USER] unless you want urine soaked seats, ruined clothes, potential STD’S and evenings that end badly. I got a ride home that equaled urine soaked from the middle of my back to my thighs....","don’t do unless you want urine soaked seats, ruined clothes, potential std’s and evenings that end badly. i got a ride home that equaled urine soaked from the middle of my back to my thighs....","[USER] Hi, Lucy. Our team has located your information and will be in touch shortly. We appreciate your patience!",,Thu Nov 30 07:29:19 +0000 2017,1209,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
79330,79329,Uber_Support,79329,[USER] [USER] [PHONE] account mobile number,account mobile number,"[USER] Happy to help! Send us a note here, [URL] and our team will follow up.",customer: [USER] [USER] Estimation for trip was 290 Drive made a long circular loop Took longer way Trip charged 180% of estimate I need refund [URL],Thu Nov 30 12:34:23 +0000 2017,1210,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
79333,79332,Uber_Support,79332,Yo why the fuck [USER] trynna charge me 14 dollars for a fucking pool rn man y'all bullshit,yo why the fuck trynna charge me 14 dollars for a fucking pool rn man y'all bullshit,[USER] We can take a look! Send us a note via [URL] so our team can get in touch.,,Thu Nov 30 12:32:27 +0000 2017,1211,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
79335,79334,Uber_Support,79334,"[USER] hi just signed to uber, my number is verified, but when i try to schedule my first trip for tomorrow it says ""error scheduling trip"" , pls help.","hi just signed to uber, my number is verified, but when i try to schedule my first trip for tomorrow it says ""error scheduling trip"" , pls help.",[USER] Here to help. Send us a note at [URL] so our team can connect.,,Thu Nov 30 12:31:27 +0000 2017,1212,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
79345,79344,Uber_Support,79344,"[USER] [USER] [USER] [USER] I am an account holder and so is [USER] . Infact [USER] is the 1 who was affected by this unprofessional behavior of your driver's.She has been also asking same question.So now if your cribbing is over,rply to the actual ques #UberCryBaby","i am an account holder and so is . infact is the 1 who was affected by this unprofessional behavior of your driver's.she has been also asking same question.so now if your cribbing is over,rply to the actual ques #ubercrybaby",[USER] Please send us a DM with your account details and we'll be sure to follow up.,"customer: [USER] We've fixed this for you, Rajiv. | customer: [USER] [USER] Plz confirm if uber has fixed the issue. [USER] [USER] [USER] What is the corrective action that you have taken against the driver to avoid such harsh experiences in future? | customer: [USER] [USER] [USER] [USER] [USER] [USER] [USER] Please reply | support: [USER] Thanks for reaching out. In order to address this concern further please have the account holder reach out to us directly.",Thu Nov 30 06:53:51 +0000 2017,1216,train,safety_and_conduct,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
79347,79346,Uber_Support,79344,[USER] [USER] [USER] [USER] [USER] [USER] [USER] Please reply,please reply,[USER] Thanks for reaching out. In order to address this concern further please have the account holder reach out to us directly.,"customer: [USER] Hey Archana, we're sorry to hear about this. Could you share your registered mobile number? Also, please drop us a note via the help section of your app if you haven't done that already. | customer: [USER] [USER] She has already shared all required details with you,instead of taking corrective action u are again asking for same details again. #UberInGhajini #UberGoons #UberNoProfitSoChargingCustomerDouble | customer: [USER] We've fixed this for you, Rajiv. | customer: [USER] [USER] Plz confirm if uber has fixed the issue. [USER] [USER] [USER] What is the corrective action that you have taken against the driver to avoid such harsh experiences in future?",Thu Nov 30 05:51:10 +0000 2017,1216,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
79362,79360,Uber_Support,79360,[USER] [USER] [USER] you guys really are useless!,you guys really are useless!,[USER] Be sure to keep an eye out for our support team to follow up with you as soon as possible. Thank you so much for your patience with us moving forward.,"customer: Apparently [USER] will steal all your credits when you update their app and do nothing about it. Let’s all use [USER]. Do not load your uber gift cards, they will disappear",Thu Nov 30 12:23:27 +0000 2017,1218,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
79366,79365,Uber_Support,79365,[USER] Hi.. No one has approached me yet. Kindly look into it. Thanks,hi.. no one has approached me yet. kindly look into it. thanks,"[USER] Hi, Aditya. A member of our team has been in touch via in-app support regarding this issue. Please check the ""Help"" section of the app and reply there directly.",customer: [USER] Hi.. I used uber on 24th nov and selected wrong payment method. Some money was deducted from the wallet and the balance 250 rupees i paid in cash to the driver Deepak Dhaka but that amount is still showing as unpaid in my app. Kindly suggest. Aditya [PHONE] | support: [USER] Hello Aditya! It seems a member of our team has reached out to you. Please check your email and follow up with them there.,Thu Nov 30 12:16:49 +0000 2017,1219,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
79372,79367,Uber_Support,79365,[USER] Hi.. I used uber on 24th nov and selected wrong payment method. Some money was deducted from the wallet and the balance 250 rupees i paid in cash to the driver Deepak Dhaka but that amount is still showing as unpaid in my app. Kindly suggest. Aditya [PHONE],hi.. i used uber on 24th nov and selected wrong payment method. some money was deducted from the wallet and the balance 250 rupees i paid in cash to the driver deepak dhaka but that amount is still showing as unpaid in my app. kindly suggest. aditya,[USER] Hello Aditya! It seems a member of our team has reached out to you. Please check your email and follow up with them there.,,Wed Nov 29 05:35:24 +0000 2017,1219,train,lost_and_found,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
80853,80851,Uber_Support,80851,[USER] I sent the note. Please respond at your earliest convenience as my ride is time sensitive.,i sent the note. please respond at your earliest convenience as my ride is time sensitive.,[USER] We're currently reviewing your email and will be in touch shortly. We appreciate your patience!,customer: [USER] please check your DM. I’m experiencing difficulties with app functions that are preventing me from requesting rides. | support: [USER] We're here to help! Please send us a note via [URL] so we can connect.,Thu Nov 30 13:18:40 +0000 2017,1221,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
80855,80854,Uber_Support,80851,[USER] please check your DM. I’m experiencing difficulties with app functions that are preventing me from requesting rides.,please check your dm. i’m experiencing difficulties with app functions that are preventing me from requesting rides.,[USER] We're here to help! Please send us a note via [URL] so we can connect.,,Thu Nov 30 13:11:32 +0000 2017,1221,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
80857,80856,Uber_Support,80856,It’s crazy because [USER] drivers who speak only Spanish will really ignore me If they can’t understand like excuse me that’s fucking rude,it’s crazy because drivers who speak only spanish will really ignore me if they can’t understand like excuse me that’s fucking rude,[USER] That doesn't sound right. Please DM us your email address so we can follow up immediately.,,Thu Nov 30 13:23:06 +0000 2017,1223,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
80859,80858,Uber_Support,80858,"[USER] Thanks, I have sent the note. Looking forward to get my account enabled","thanks, i have sent the note. looking forward to get my account enabled",[USER] We're here to help! Send us a DM with your email address so we can follow up.,customer: [USER] my Uber account is disabled since long time. can't re-enable it. Please help | support: [USER] Here to help. Send us a note at [URL] so our team can connect.,Thu Nov 30 13:24:59 +0000 2017,1224,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
80861,80860,Uber_Support,80858,[USER] my Uber account is disabled since long time. can't re-enable it. Please help,my uber account is disabled since long time. can't re-enable it. please help,[USER] Here to help. Send us a note at [URL] so our team can connect.,,Thu Nov 30 13:15:01 +0000 2017,1224,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
80863,80862,Uber_Support,80862,[USER] What is the status,what is the status,[USER] We've followed up via DM.,customer: [USER] Driver no [PHONE] and my register mobile no for uber is [PHONE] .need Justice for this | support: [USER] Our team is happy to follow up further. Can you please send us a DM so we can get in touch? [URL] | customer: [USER] Do not share my details to anyone special to driver | support: [USER] We just got back to you via DM.,Thu Nov 30 08:33:27 +0000 2017,1226,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
80865,80864,Uber_Support,80862,[USER] Do not share my details to anyone special to driver,do not share my details to anyone special to driver,[USER] We just got back to you via DM.,customer: [USER] What DM my email I'd is asthanapankaj.kala [USER].com | support: [USER] Sorry to hear about the trouble. We've looked into this ride and see we've refunded the fee for you. This will be reflected in your trip payments. If we can assist with anything else please let us know! | customer: [USER] Driver no [PHONE] and my register mobile no for uber is [PHONE] .need Justice for this | support: [USER] Our team is happy to follow up further. Can you please send us a DM so we can get in touch? [URL],Wed Nov 29 14:33:04 +0000 2017,1226,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
80867,80866,Uber_Support,80862,[USER] Driver no [PHONE] and my register mobile no for uber is [PHONE] .need Justice for this,driver no and my register mobile no for uber is .need justice for this,[USER] Our team is happy to follow up further. Can you please send us a DM so we can get in touch? [URL],customer: [USER] yesterday I book cab driver ask me cancel I say if I cancel 25 will charge from me.I say no then driver is abused me mc BC and treated to come my home n will beat me.what is this | support: [USER] We take this very seriously. Please send us a DM with your email address so we can connect ASAP. | customer: [USER] What DM my email I'd is asthanapankaj.kala [USER].com | support: [USER] Sorry to hear about the trouble. We've looked into this ride and see we've refunded the fee for you. This will be reflected in your trip payments. If we can assist with anything else please let us know!,Wed Nov 29 14:23:45 +0000 2017,1226,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
80869,80868,Uber_Support,80862,[USER] What DM my email I'd is asthanapankaj.kala [USER].com,what dm my email i'd is asthanapankaj.kala .com,[USER] Sorry to hear about the trouble. We've looked into this ride and see we've refunded the fee for you. This will be reflected in your trip payments. If we can assist with anything else please let us know!,customer: [USER] yesterday I book cab driver ask me cancel I say if I cancel 25 will charge from me.I say no then driver is abused me mc BC and treated to come my home n will beat me.what is this | support: [USER] We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,Wed Nov 29 12:42:14 +0000 2017,1226,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
80871,80870,Uber_Support,80862,[USER] yesterday I book cab driver ask me cancel I say if I cancel 25 will charge from me.I say no then driver is abused me mc BC and treated to come my home n will beat me.what is this,yesterday i book cab driver ask me cancel i say if i cancel 25 will charge from me.i say no then driver is abused me mc bc and treated to come my home n will beat me.what is this,[USER] We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,,Wed Nov 29 10:02:08 +0000 2017,1226,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
80873,80872,Uber_Support,80872,"[USER] my house address is elite homes apts,opposite to Karnataka sslc examination board office,48,6th cross road,malleshwaram,bangalore-560003.but you have shown in the receipt as soundarya pride in 7th cross road in malleswaram.so please correct my address inyour records","my house address is elite homes apts,opposite to karnataka sslc examination board office,48,6th cross road,malleshwaram,bangalore-560003.but you have shown in the receipt as soundarya pride in 7th cross road in malleswaram.so please correct my address inyour records",[USER] Hi there! Please reach out to [URL] and fill out the boxes at the bottom so we can get in touch.,,Thu Nov 30 13:16:52 +0000 2017,1231,train,fare_dispute_overcharge,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
80883,80882,Uber_Support,80882,I've been requesting help for more than a week and [USER] [USER] I need to use #Uber account and I just can't sign in [USER],i've been requesting help for more than a week and i need to use #uber account and i just can't sign in,[USER] We can take a look. Please DM us your email address so we can follow up immediately.,,Thu Nov 30 13:10:00 +0000 2017,1236,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
80888,80886,Uber_Support,80886,[USER] hahaha my [USER] driver is surfing his FB account right now while driving!! Just great!,hahaha my driver is surfing his fb account right now while driving!! just great!,[USER] Here to help. Send us a note at [URL] so our team can connect.,,Thu Nov 30 13:07:13 +0000 2017,1237,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
80887,80890,Uber_Support,80886,"[USER] I took a video of the driver surfing FB but don't want to post it here in public. Will send it to you thru the Uber app. Obviously you have work to do in training your drivers on traffic rules, safety and service!","i took a video of the driver surfing fb but don't want to post it here in public. will send it to you thru the uber app. obviously you have work to do in training your drivers on traffic rules, safety and service!",[USER] Oh no! Sorry to hear that. Please send us a note in the app or by visiting us at [URL] We'll make sure to review this trip carefully and take appropriate action.,customer: [USER] hahaha my [USER] driver is surfing his FB account right now while driving!! Just great! | support: [USER] Here to help. Send us a note at [URL] so our team can connect.,Thu Nov 30 13:43:48 +0000 2017,1237,train,safety_and_conduct,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
80896,80895,Uber_Support,80895,[USER] [USER] It's the second time you're doing this. I want my refund. The driver cancelled the ride. Such non professional behavior. No such uber credits are in my payments section. This is happening Second and for the last time. [URL],it's the second time you're doing this. i want my refund. the driver cancelled the ride. such non professional behavior. no such uber credits are in my payments section. this is happening second and for the last time.,[USER] Here to help! Please send us a note at [URL] and we'll be happy to look into this for you.,,Thu Nov 30 12:59:45 +0000 2017,1241,train,cancellation_fee,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
80898,80897,Uber_Support,80897,[USER] McDonald's is not appearing in my [USER] app and I have confirmed that the location down the street delivers.,mcdonald's is not appearing in my app and i have confirmed that the location down the street delivers.,[USER] Hi there! Here to help! Send us a DM (Direct Message) with your email address and contact info so we can further assist your concern.,,Thu Nov 30 12:55:26 +0000 2017,1242,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
80900,80899,Uber_Support,80899,[USER] Awaiting to see any response or action,awaiting to see any response or action,[USER] Support inquiries are responded to in the order they're received in. We appreciate your patience and understanding while our team works hard on your issue. Please keep an eye out for updates via in-app support and respond there as necessary. Thanks!,"customer: [USER] __email__ | support: [USER] Here to assist! However, we are not able to locate this trip with the information provided. Please DM us the email address associated with this trip account to look further into this. | customer: [USER] As I had informed earlier the trip was booked by your agent at Bhubaneshwar Airport. I had also shared the car number. | support: [USER] Hi, Madhur. Our team will be following up with you via an in-app message. Please keep an eye out on your notifications for us, thanks!",Thu Nov 30 07:46:36 +0000 2017,800,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
80902,80901,Uber_Support,80899,[USER] As I had informed earlier the trip was booked by your agent at Bhubaneshwar Airport. I had also shared the car number.,as i had informed earlier the trip was booked by your agent at bhubaneshwar airport. i had also shared the car number.,"[USER] Hi, Madhur. Our team will be following up with you via an in-app message. Please keep an eye out on your notifications for us, thanks!","customer: [USER] The trip is not reflecting in my account whereas your airport counter executive said I will get an SMS which also did not come. Please arrange to mail me the receipt. | support: [USER] Sorry to hear about that. Can you please send us a DM with your email address? From there we'll be able to assist further. | customer: [USER] __email__ | support: [USER] Here to assist! However, we are not able to locate this trip with the information provided. Please DM us the email address associated with this trip account to look further into this.",Wed Nov 29 03:36:24 +0000 2017,800,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
80904,80903,Uber_Support,80899,[USER] __email__,__email__,"[USER] Here to assist! However, we are not able to locate this trip with the information provided. Please DM us the email address associated with this trip account to look further into this.",customer: [USER] I had taken a trip from Bhubaneshwar airport to city on [PHONE] booked by your counter as my app was not working. Paid in cash. How to get receipt? | support: [USER] Hi Find out more info about Getting a trip receipt here: [URL] | customer: [USER] The trip is not reflecting in my account whereas your airport counter executive said I will get an SMS which also did not come. Please arrange to mail me the receipt. | support: [USER] Sorry to hear about that. Can you please send us a DM with your email address? From there we'll be able to assist further.,Tue Nov 28 14:37:16 +0000 2017,800,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
